3,217,385,616,1139,1108,890,411,362,2
3,212,384,639,1063,984,816,397,344,2
3,283,375,614,1042,1118,800,369,342,2
3,287,327,630,994,1080,674,261,224,2
3,300,340,651,1042,1148,739,310,234,2
3,295,322,611,1062,1215,766,307,262,2
3,302,308,547,1022,1271,766,289,276,2
3,232,293,518,1050,1416,788,311,286,2
3,218,283,461,1079,1470,786,314,283,2
3,224,251,444,1136,1495,789,304,271,2
3,245,279,526,1195,1519,758,308,233,2
3,246,248,530,1157,1531,701,286,216,2
3,246,263,590,1137,1323,666,262,203,2
3,261,289,604,1210,1322,726,302,245,2
3,256,275,561,1189,1430,768,298,278,2
3,275,271,504,1176,1478,840,310,323,2
3,271,313,540,1279,1491,925,350,351,2
3,276,308,504,1243,1518,933,359,343,2
3,263,303,481,1133,1450,908,338,324,2
3,255,319,573,1182,1452,836,320,301,2
3,264,303,571,1077,1409,749,303,272,2
3,246,288,496,1074,1501,729,302,272,2
3,251,277,484,1022,1408,701,292,277,2
3,254,289,562,1099,1402,772,298,273,2
3,265,282,493,1055,1352,860,316,257,2
3,241,319,560,1103,1406,961,359,348,2
3,267,317,613,1061,1308,904,337,357,2
3,317,334,625,1199,1429,936,371,368,2
3,322,321,621,1218,1513,913,379,375,2
3,324,346,692,1241,1490,876,386,388,2
3,310,305,630,1225,1348,759,355,328,2
4,291,300,583,1178,1420,802,346,305,2
4,224,301,605,1066,1363,774,311,284,2
4,199,278,554,882,1233,664,270,259,2
4,164,213,480,672,1082,540,198,223,2
4,172,234,526,614,1147,536,182,168,2
4,239,254,565,770,1199,572,225,214,2
4,254,260,570,864,1228,583,234,241,2
4,260,264,553,926,1243,673,262,245,2
4,276,280,548,1046,1376,772,295,262,2
4,278,283,515,1105,1421,829,307,281,2
4,239,257,490,987,1321,788,282,245,2
4,252,244,499,928,1341,825,273,265,2
4,255,253,544,970,1346,841,260,264,2
4,276,240,528,900,1196,769,231,258,2
4,262,221,537,898,1175,749,237,240,2
4,251,227,540,1003,1219,782,248,241,2
4,237,232,482,1031,1208,736,260,210,2
4,238,242,420,1009,1274,715,265,239,2
4,203,238,439,995,1321,753,271,233,2
4,219,275,464,1092,1376,876,321,246,2
4,228,317,540,1080,1327,841,324,239,2
4,212,312,605,1061,1295,850,316,245,2
4,243,300,626,1077,1254,850,328,231,2
4,254,322,632,1128,1263,849,359,248,2
4,297,397,683,1139,1321,897,413,277,2
4,300,397,652,1162,1427,920,416,275,2
4,305,408,633,1216,1491,937,415,253,2
4,288,420,614,1287,1587,980,431,295,2
4,301,425,647,1282,1546,971,408,282,2
4,249,332,580,1193,1415,833,306,250,2
4,233,282,546,1086,1321,831,294,241,2
4,221,267,490,1080,1275,846,303,256,2
4,246,277,507,983,1151,763,267,237,2
4,208,267,447,939,1183,774,265,250,2
4,202,266,491,910,1157,746,255,258,2
4,207,265,461,910,1050,676,234,293,2
